"No","調査コース","二次メッシュ","lat1","lon1","lat2","lon2","標高(m)","海外線からの距離(km)","1990-2010年代の在不在の比較","1990の観測数","2010年の観測数","都道府県コード","2010 Total Precipitation (mm) within 20km□"
"822","070-027","564040","37.728","140.06897","37.74417","140.0769","852","74.28569758","1","0","1","7","44056.617"
"823","070-029","564042","37.69977","140.32536","37.69208","140.31506","534.8","57.14315684","0","1","3","7","37973.19"
"824","070-035","564140","37.70239","141.00895","37.7075","141.01127","3.1","0.7190933454","0","0","0","0","38021.82"
"825","070-037","563945","37.64349","139.66557","37.66965","139.67051","163.4","54.25872654","0","0","0","0","52826.656"
"826","070-038","563936","37.65589","139.84364","37.6608","139.82634","244.5","63.8958847","0","0","0","0","49398.453"
"827","070-039","563937","37.62002","139.98243","37.62026","139.98758","830.7","75.7387202","1","0","2","7","44242.418"
"828","070-040","564030","37.64727","140.05848","37.64776","140.03659","843.2","78.88479659","0","0","0","0","42381.906"
"829","070-042","564032","37.64171","140.34157","37.63589","140.301","690.6","58.28021769","0","0","0","0","36608.66"
"830","070-044","564034","37.62372","140.61782","37.64038","140.61473","475.3","35.52455896","0","0","0","0","35730.523"
"831","070-045","564035","37.6463","140.68606","37.63991","140.66705","628","29.14855582","0","0","0","0","36570.79"
"832","070-048","564130","37.602922","141.008492","37.597858","141.016181","7.2","1.633614597","0","0","0","0","38589.984"
"833","070-051","563924","37.54262","139.61849","37.53623","139.60579","302","60.70605284","1","0","2","7","54714.73"
"834","070-054","564020","37.51583","140.00242","37.51134","140.0007","526.1","84.78122381","0","0","0","0","45733.324"
"835","070-056","564022","37.56066","140.25681","37.58383","140.26419","622.9","67.9746862","0","0","0","0","38026.273"
"836","070-061","564027","37.54487","140.8853","37.542039","140.898014","398.5","12.71291918","0","0","0","0","38632.066"
"837","070-065","563913","37.45212","139.49474","37.46929","139.49225","314.8","64.36752354","1","0","3","7","57859.3"
"838","070-066","563914","37.44148","139.55484","37.4596","139.555206","575","67.68425016","0","0","0","0","57748.176"
"839","070-067","563915","37.42154","139.64153","37.43832","139.64994","361.6","73.20612732","1","0","2","7","57272.38"
"840","070-069","563917","37.48542","139.95848","37.47766","139.97775","326.3","84.53260451","-1","1","0","7","48230.094"
"841","070-071","564011","37.49313","140.22195","37.46865","140.2198","399.3","71.61385513","0","0","0","0","41207.996"
"842","070-075","564015","37.44243","140.65036","37.45486","140.67032","528.9","34.07507208","0","0","0","0","39031.52"
"843","070-076","564016","37.44117","140.8017","37.46335","140.81723","378","20.69790284","0","0","0","0","40263.637"
"844","070-080","563902","37.39535","139.30982","37.408433","139.298067","391","54.90799504","0","0","0","0","61418.93"
"845","070-084","563906","37.38435","139.81194","37.36877","139.80452","398","84.95627701","0","0","0","0","53549.297"
"846","070-086","564000","37.35882","140.08763","37.33681","140.08308","606.7","81.75727895","1","0","1","7","48896.266"
"847","070-088","564002","37.35746","140.35144","37.35955","140.32282","256.7","59.77140572","0","0","0","0","41637.312"
"848","070-089","564003","37.38373","140.42217","37.38696","140.43856","222.7","53.84608135","0","0","0","0","40424.07"
"849","070-090","564004","37.37808","140.5535","37.36623","140.55912","546.1","42.21038884","0","0","0","0","40152.92"
"850","070-092","564006","37.34793","140.79416","37.33873","140.77631","419.9","20.67976529","0","0","0","0","42039.484"
"851","070-094","564100","37.34232","141.01305","37.34561","141.01705","10.1","1.400922232","0","0","0","0","42475.707"
"852","070-099","553975","37.29626","139.6853","37.28582","139.7074","616","87.26779703","1","0","1","7","58862.15"
"853","070-100","553976","37.3175","139.85429","37.30167","139.83442","724","93.15268934","0","0","0","0","53779.047"
"854","070-103","554071","37.30989231","140.1979667","37.31785","140.17265","384.6","70.76497775","1","0","1","7","46609.65"
"855","070-106","554074","37.25892","140.55121","37.2658","140.53476","527","40.70989306","0","0","0","0","41572.496"
"856","070-109","564007","37.33639","140.96274","37.32524","140.96111","123.1","5.703438152","1","0","1","7","42608.63"
"857","070-112","553962","37.23852","139.3704","37.22685","139.35469","657.9","68.22243697","0","0","0","0","60967.453"
"858","070-113","553973","37.253714","139.400556","37.230539","139.399569","488.1","69.67891112","0","0","0","0","60933.137"
"859","070-115","553965","37.20266","139.71095","37.18316","139.70979","590.8","96.28705266","1","0","2","7","58987.15"
"860","070-117","553967","37.19185","139.91517","37.17698","139.93654","889.3","85.43915671","0","0","0","0","54918.758"
"861","070-119","554061","37.23882","140.1486","37.22186","140.14237","425.1","69.53394041","0","0","0","0","48444.832"
"862","070-120","554062","37.23209","140.28048","37.2316","140.2625","274.6","59.61774041","0","0","0","0","44617.832"
"863","070-121","554063","37.2164","140.40972","37.22677","140.41353","283.1","49.83034082","0","0","0","0","42180.926"
"864","070-123","554065","37.23679","140.72559","37.23391","140.7055","468","25.05796185","0","0","0","0","42849.047"
"865","070-125","554067","37.22877","140.93398","37.24226","140.89986","262.3","6.667020786","0","0","0","0","43809.43"
"866","070-131","553955","37.11615","139.69974","37.1167","139.67021","812","100.2913699","1","0","1","7","58766.83"
"867","070-135","554051","37.10962","140.18504","37.10356","140.19748","405","59.84417954","0","0","0","0","48140.156"
"868","070-138","554054","37.1512","140.50779","37.13464","140.52407","432.3","38.53437259","0","0","0","0","42352.125"
"869","070-139","554055","37.1212","140.68084","37.10482","140.68397","558.1","26.54290112","0","0","0","0","43187.938"
"870","070-140","554056","37.09523","140.81243","37.1033","140.79818","458.8","14.98995215","1","0","1","7","44803.17"
"871","070-141","554057","37.13832","140.93081","37.15312","140.91952","68.7","6.150089366","1","0","1","7","44863.1"
"872","070-144","553942","37.03751","139.37043","37.04334","139.35279","1676.5","81.4674005","0","0","0","0","55120.41"
"873","070-145","553943","37.08556","139.43658","37.06736","139.44825","774.2","82.8989511","1","0","1","7","57293.79"
"874","070-146","553944","37.04161","139.51726","37.01507","139.51288","791.9","91.54190871","0","0","0","0","57609.266"
"875","070-150","554042","37.04154","140.28318","37.01981","140.26353","378.7","48.80899949","0","0","0","0","44247.344"
"876","070-151","554043","37.04113","140.37684","37.02994","140.38568","340.9","41.18130024","0","0","0","0","42740.984"
"877","070-157","553932","36.98344","139.30273","36.973028","139.276836","1506.8","79.6275062","0","0","0","0","52295.164"
"878","070-166","554037","36.97315","140.96924","36.99488","140.98019","25.8","0.1188942208","0","0","0","0","45564.055"
"879","070-170","554023","36.89523","140.41652","36.89402","140.41103","169.2","32.0838165","0","0","0","0","42201.92"
"880","070-173","554026","36.87455","140.77127","36.86826","140.78066","44.4","1.756308991","1","0","1","7","44267.66"
"881","080-003","554022","36.85511","140.35089","36.84137","140.35239","171","36.12427001","0","0","0","0","41921.2"
"882","080-005","554034","36.91789","140.58351","36.94323","140.57471","544.9","19.06182641","0","0","0","0","42784.594"
"883","080-006","554025","36.85397","140.6686","36.85323","140.6895","282","9.843934771","0","0","0","0","43318.93"
"884","080-008","554012","36.77776","140.33775","36.77549","140.32449","112.8","35.12333576","0","0","0","0","42319.223"
"885","080-011","554015","36.79644","140.69966","36.81419","140.69305","28.1","4.553910572","0","0","0","0","43621.715"
"886","080-012","554016","36.79491","140.75317","36.8071","140.76175","2.4","0.2721508733","0","0","0","0","44102.99"
"887","080-015","554003","36.68822","140.42598","36.68527","140.40933","238","23.8913068","0","0","0","0","42708.434"
"888","080-017","554005","36.71033","140.6468","36.7115","140.63843","216","6.561638541","0","0","0","0","43675.79"
"889","080-020","544073","36.61642","140.48333","36.60121","140.48587","53.3","16.03649397","0","0","0","0","43382.93"
"890","080-021","544074","36.65258","140.56367","36.65474","140.57294","289","11.22781749","0","0","0","0","43597.465"
"891","080-022","544075","36.64532","140.6562","36.64663","140.65311","107.3","3.392354739","0","0","0","0","44082.316"
"892","080-025","544063","36.58341","140.4285","36.58272","140.41524","56.9","19.57067129","0","0","0","0","43277.02"
"893","080-030","544053","36.47719","140.43352","36.48883","140.43412","70.3","15.85686291","0","0","0","0","43547.367"
"894","080-031","544054","36.46994","140.59633","36.49339","140.61723","4.5","1.328194445","0","0","0","0","44689.277"
"895","080-035","544041","36.404","140.20915","36.40249","140.19511","107.6","33.83543949","0","0","0","0","41415.66"
"896","080-036","544042","36.38294","140.25971","36.38479","140.26735","54.8","28.76304074","0","0","0","0","41782.098"
"897","080-038","544044","36.38471","140.5851","36.40821258","140.601069","30.2","2.707881567","0","0","0","0","45035.82"
"898","080-041","543937","36.26775747","139.9126741","36.28779","139.90669","34.9","58.15917829","0","0","0","0","43075.88"
"899","080-043","544031","36.312081","140.118686","36.14225","140.307972","80.8","39.66670872","0","0","0","0","40646.996"
"900","080-044","544032","36.28577","140.26117","36.28093","140.25207","46.5","26.8173437","0","0","0","0","41626.668"
"901","080-045","544033","36.26305","140.4767","36.26936","140.46249","25.1","7.501597283","0","0","0","0","43696.016"
"902","080-046","544034","36.29735","140.5558","36.3004","140.53468","35.2","0.7106909719","0","0","0","0","44666.4"
"903","080-050","544020","36.24134","140.09922","36.22836","140.10213","329.9","41.41825321","0","0","0","0","40733.836"
"904","080-054","544024","36.18734499","140.5227147","36.18266892","140.5300961","12.7","4.444294702","0","0","0","0","44085.383"
"905","080-056","543916","36.13335","139.75025","36.1407","139.75754","13.3","52.61626062","0","0","0","0","41629.887"
"906","080-060","544012","36.15079","140.33983","36.14574","140.35215","7.8","21.22367817","0","0","0","0","41994.1"
"907","080-061","544013","36.11122","140.43296","36.10065","140.40133","34.1","14.23232182","0","0","0","0","42913.285"
"908","080-062A","544014","36.14908","140.50192","36.14204","140.51557","1.4","7.09673259","0","0","0","0","43776.29"
"909","080-062b","544014","36.15633273","140.526034","36.16407669","140.5332867","6.8","4.783277571","0","0","0","0","44066.945"
"910","080-065","543907","36.02964","139.91611","36.0215","139.91551","12.4","37.92161223","0","0","0","0","40676.28"
"911","080-066","544000","36.0797","140.00295","36.08606","139.99721","18.5","43.05664652","0","0","0","0","40684.12"
"912","080-067","544001","36.08108","140.16382","36.08012","140.14202","15.7","38.43442258","0","0","0","0","41459.03"
"913","080-070","544004","36.0846","140.60916","36.06022","140.62144","3.7","0.2274135317","0","0","0","0","44907.492"
"914","080-072a","533977","35.98848","139.9173","35.99707","139.92443","15","33.36570836","0","0","0","0","40990.03"
"915","080-072b","533977","35.9708","139.92447","35.99603","139.92296","13.1","31.35138882","0","0","0","0","41178.613"
"916","080-075","534072","35.93763","140.32558","35.96149","140.34116","2.3","30.08616776","0","0","0","0","43355.36"
"917","080-077","534074","35.97857","140.57404","35.98111","140.58846","35","7.669034657","0","0","0","0","44585.305"
"918","080-081a","534061","35.89741","140.22174","35.90404","140.24183","3.1","31.20994929","0","0","0","0","43436.844"
"919","090-002","553957","37.13317","139.95949","37.13726","139.95357","1611.6","79.31535239","0","0","0","0","54589.28"
"920","090-008","553947","37.05176","139.9592","37.06971","139.94834","519.9","76.35513455","-1","1","0","9","54026.438"
"921","090-009","554040","37.04508","140.01868","37.04759","140.02983","470.1","71.20795799","0","0","0","0","52161.688"
"922","090-015","553936","36.95479","139.78274","36.95087","139.79879","1058.4","87.81511106","1","0","1","9","58110.605"
"923","090-016","553937","36.93572942","139.9330429","36.94439035","139.9209837","346","74.34683904","1","0","1","9","55522.18"
"924","090-017","554030","36.99012","140.00559","36.99541","140.0258","366.1","70.04131213","0","0","0","0","51340.81"
"925","090-022","553924","36.83955","139.60608","36.85741","139.61355","1110.9","98.04470242","-1","3","0","9","55925.867"
"926","090-023","553925","36.86437","139.71279","36.869992","139.7046","408","90.08432325","0","0","0","0","58039.785"
"927","090-027","554021","36.89558","140.13664","36.90423","140.13483","220.5","55.68431124","0","0","0","0","45456.742"
"928","090-030","553913","36.79438058","139.4512639","36.7820765","139.4288943","1415","102.7765452","0","0","0","0","50246.457"
"929","090-031","553914","36.76057","139.57441","36.7618","139.569214","763.7","97.62080881","0","0","0","0","52709.168"
"930","090-033","553916","36.80455","139.85173","36.808106","139.842161","296","76.17087475","0","0","0","0","60256.254"
"931","090-036","554011","36.794967","140.133889","36.787414","140.134211","125.4","52.53940349","0","0","0","0","44395.4"
"932","090-041","553905","36.7312","139.69187","36.73901626","139.7283455","386.7","86.63677156","0","0","0","0","53799.555"
"933","090-042","553906","36.66983","139.84121","36.672","139.85236","216.1","71.87934974","0","0","0","0","54651.305"
"934","090-044","554000","36.68932","140.0925","36.68959","140.08753","185","51.59813919","0","0","0","0","43341.94"
"935","090-049","543974","36.65518","139.50356","36.64577","139.49858","1041.5","100.9267293","1","0","3","9","47791.99"
"936","090-051","543976","36.62183","139.78847","36.5955","139.8019","233.6","75.20366596","0","0","0","0","51757.555"
"937","090-054","544071","36.602222","140.214858","36.59475","140.20994","194.4","37.7607451","0","0","0","0","41865.83"
